ticket_id,product,feature,issue_description,resolution_status
63584470,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Unresolved
84195041,Wireless Headphones,Audio Quality,The audio quality is not meeting the user expectations.,Unresolved
54961806,Smartwatch,Battery Life,The watch battery life is significantly shorter than advertised.,Escalated
54464330,Smartphone,Camera,The camera is struggling to focus properly.,Escalated
59863521,Gaming Console,Game Library,The user is disappointed by the lack of new game releases.,Escalated
53824861,Desktop Computer,RAM,The computer is experiencing frequent crashes and freezes due to insufficient RAM.,Escalated
44898154,Wireless Headphones,Connectivity,The headphones keep disconnecting from the device.,Resolved
21908765,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Unresolved
31548709,Smartwatch,Fitness Tracking,The watch is not accurately tracking the user fitness activities.,Resolved
60055220,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Resolved
54492497,Gaming Console,Performance,The console is struggling to maintain a consistent frame rate.,Resolved
97455380,Smartwatch,Connectivity,The watch Bluetooth connectivity is unreliable causing connection problems.,Escalated
41655639,Laptop,Display,The laptop display is not delivering the expected visual quality.,Resolved
91703643,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Unresolved
42939707,Gaming Console,Controller,The controller is experiencing connectivity issues.,Unresolved
45260591,Desktop Computer,RAM,The computer is running out of memory causing programs to freeze.,Resolved
44020905,Smartphone,Display,The display is showing distorted colors.,Unresolved
92383111,Smartphone,Display,The display is not responsive to touch inputs.,Unresolved
79319205,Portable Speaker,Durability,The speaker is not as durable as expected compromising its usability.,Escalated
29253273,Wireless Headphones,Controls,The headphones controls are difficult to use and navigate.,Unresolved
26492611,Gaming Console,Controller,The controller buttons and joysticks feel unresponsive.,Resolved
88246396,Smartphone,Display,The display is showing distorted colors.,Unresolved
89207516,Gaming Console,Online Services,The online services are frequently experiencing server outages.,Unresolved
60486169,Portable Speaker,Audio Quality,The speaker is producing distorted and muffled audio.,Resolved
94364095,Smartphone,Performance,The phone performance is noticeably slower than when it was new.,Resolved
91810760,Laptop,Battery,The laptop battery is draining quickly even with light usage.,Escalated
80726545,Gaming Console,Online Services,The user is dissatisfied with the quality of the online experience.,Unresolved
88720818,Wireless Earbuds,Controls,The user is unable to effectively control the earbuds features due to issues with the controls.,Escalated
84984675,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Escalated
82240228,Portable Speaker,Connectivity,The speaker is unable to connect to the user device.,Unresolved
74775260,Wireless Earbuds,Battery Life,The earbuds battery life is short requiring frequent charging.,Escalated
28578246,Desktop Computer,Storage,The computer storage is filling up quickly leaving little space for new data.,Escalated
81862960,Smartphone,Connectivity,The phone is unable to connect to the wifi network.,Unresolved
22893609,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Resolved
31103642,Portable Speaker,Connectivity,The speaker is experiencing frequent connection issues.,Resolved
49172285,Wireless Headphones,Audio Quality,The audio quality is muffled and lacks clarity.,Escalated
24305020,Smartphone,Display,The display is not responsive to touch inputs.,Unresolved
87438465,Smartphone,Display,The display is not responsive to touch inputs.,Unresolved
83891140,Gaming Console,Controller,The controller is experiencing connectivity issues.,Resolved
47090138,Smartphone,Camera,The camera is not capturing clear photos.,Resolved
53893033,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Resolved
16079484,Smartwatch,Smart Features,The user is unable to fully utilize the watch smart capabilities as expected.,Resolved
30382967,Laptop,Battery,The laptop battery is not lasting as long as expected.,Unresolved
16878258,Wireless Headphones,Connectivity,The headphones are experiencing frequent connection issues.,Resolved
38283369,Wireless Headphones,Audio Quality,The audio quality is not meeting the user expectations.,Unresolved
51055630,Wireless Headphones,Controls,The headphones controls are difficult to use and navigate.,Resolved
10323119,Smartwatch,Fitness Tracking,The watch fitness tracking features are not providing reliable data.,Resolved
89220825,Desktop Computer,Graphics,The computer graphics capabilities are not meeting the user expectations.,Unresolved
49616415,Laptop,Display,The laptop display is not delivering the expected visual quality.,Escalated
95450762,Gaming Console,Game Library,The user is disappointed by the lack of new game releases.,Escalated
44957665,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Unresolved
25490286,Wireless Earbuds,Controls,The earbuds controls are not functioning as expected frustrating the user.,Unresolved
56058004,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Unresolved
41976444,Laptop,Battery,The laptop battery is not lasting as long as expected.,Escalated
84625038,Wireless Earbuds,Controls,The earbuds controls are not functioning as expected frustrating the user.,Escalated
23465497,Portable Speaker,Battery Life,The speaker battery is not lasting as long as expected.,Escalated
57001524,Smartwatch,Battery Life,The watch battery life is significantly shorter than advertised.,Unresolved
56635938,Desktop Computer,RAM,The computer is experiencing frequent crashes and freezes due to insufficient RAM.,Resolved
80890332,Wireless Headphones,Controls,The headphones controls are difficult to use and navigate.,Unresolved
69858273,Laptop,Processor,The laptop processor is not keeping up with the user workload.,Resolved
78045937,Smartphone,Camera,The camera is not capturing clear photos.,Unresolved
34078172,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Escalated
40160257,Desktop Computer,Storage,The computer storage is running low causing issues with file management.,Escalated
47602975,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Resolved
58133750,Wireless Headphones,Connectivity,The headphones are experiencing frequent connection issues.,Escalated
98241746,Gaming Console,Online Services,The online services are frequently experiencing server outages.,Escalated
73275023,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Unresolved
75190853,Desktop Computer,Graphics,The computer graphics performance is poor affecting gaming and multimedia.,Resolved
14481841,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Unresolved
38317328,Desktop Computer,Processor,The computer performance is sluggish especially with multitasking.,Escalated
10857447,Portable Speaker,Audio Quality,The speaker sound quality is not meeting the user expectations.,Unresolved
26642029,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Escalated
31563629,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Escalated
65504126,Smartphone,Display,The display is showing distorted colors.,Resolved
21911751,Wireless Headphones,Audio Quality,The audio quality is muffled and lacks clarity.,Resolved
17014174,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Unresolved
53571901,Gaming Console,Online Services,The online multiplayer services are unreliable and laggy.,Resolved
12552997,Smartphone,Camera,The camera is producing blurry and grainy images.,Resolved
26806558,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Escalated
25495193,Laptop,Battery,The laptop battery is not lasting as long as expected.,Escalated
77369650,Smartwatch,Connectivity,The watch Bluetooth connectivity is unreliable causing connection problems.,Escalated
71962307,Smartphone,Camera,The camera is not capturing clear photos.,Unresolved
75631675,Laptop,Processor,The laptop is struggling to run multiple applications simultaneously.,Unresolved
45157116,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Escalated
86696894,Wireless Headphones,Audio Quality,The audio quality is not meeting the user expectations.,Escalated
